Time,Document Name,Sentiment Value
2017-06,translated_2017-06-30 [COMPANY_1] Vermögensausweis_page_3.txt,-0.9999953508377075
2017-06,translated_2017-06-30 [COMPANY_1] Vermögensausweis_page_30.txt,-0.9999977350234985
2017-06,translated_2017-06-30 [COMPANY_1] Vermögensausweis_page_31.txt,-0.9999986886978149
2017-06,translated_2017-06-30 [COMPANY_1] Vermögensausweis_page_32.txt,-0.9999933838844299
2017-06,translated_2017-06-30 [COMPANY_1] Vermögensausweis_page_33.txt,-0.9999986886978149
2017-06,translated_2017-06-30 [COMPANY_1] Vermögensausweis_page_4.txt,-0.9999987483024597
2017-06,translated_2017-06-30 [COMPANY_1] Vermögensausweis_page_5.txt,-0.9999983906745911
2017-06,translated_2017-06-30 [COMPANY_1] Vermögensausweis_page_6.txt,-0.999998927116394
2017-06,translated_2017-06-30 [COMPANY_1] Vermögensausweis_page_7.txt,-0.9999991059303284
2017-06,translated_2017-06-30 [COMPANY_1] Vermögensausweis_page_8.txt,-0.9999992251396179
2017-06,translated_2017-06-30 [COMPANY_1] Vermögensausweis_page_9.txt,-0.9999993443489075
2017-09,translated_2017-09-30_[COMPANY_1] Performancebegründung_page_1.txt,-0.003078107489272952
2017-09,translated_2017-09-30_[COMPANY_1] Performancebegründung_page_2.txt,7.200479217317479e-07
2017-09,translated_2017-09-30_[COMPANY_1] Performancebegründung_page_3.txt,4.300281943869777e-07
2017-09,translated_2017-09-30_[COMPANY_1] Performancebegründung_page_4.txt,-0.9981776475906372
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_1.txt,-0.9999943971633911
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_10.txt,-0.9999964237213135
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_11.txt,-0.999998152256012
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_12.txt,-0.9999974370002747
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_13.txt,-0.9999982714653015
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_14.txt,-0.9999977350234985
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_15.txt,-0.999998927116394
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_16.txt,-0.9999988079071045
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_17.txt,-0.9999990463256836
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_18.txt,-0.9999984502792358
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_19.txt,-0.9999976754188538
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_2.txt,-0.9999989867210388
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_20.txt,-0.9999993443489075
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_21.txt,-0.9999989867210388
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_22.txt,-0.9999991655349731
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_23.txt,-0.9999982118606567
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_24.txt,-0.9999992847442627
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_25.txt,-0.9999993443489075
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_26.txt,-0.9999990463256836
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_27.txt,-0.9999985694885254
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_28.txt,-0.9999918341636658
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_29.txt,-0.9999933242797852
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_3.txt,-0.9999940395355225
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_4.txt,-0.9999989867210388
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_5.txt,-0.999998927116394
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_6.txt,-0.9999992251396179
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_7.txt,-0.9999992251396179
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_8.txt,-0.9999996423721313
2017-09,translated_2017-09-30_[COMPANY_1] Vermögensausweis_page_9.txt,-0.999998927116394
2017-03,translated_20170331_[COMPANY_1] Performancebegründung_page_1.txt,-0.9479760527610779
2017-03,translated_20170331_[COMPANY_1] Performancebegründung_page_2.txt,-0.014332594349980354
2017-03,translated_20170331_[COMPANY_1] Performancebegründung_page_3.txt,-0.001095710787922144
2017-03,translated_20170331_[COMPANY_1] Performancebegründung_page_4.txt,0.7565432190895081
2017-03,translated_20170331_[COMPANY_1] Performancebegründung_page_5.txt,-0.7798845171928406
2017-03,translated_20170331_[COMPANY_1] Performancebegründung_page_6.txt,-0.9991995692253113
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_1.txt,-0.9999697804450989
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_10.txt,-0.9999974966049194
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_11.txt,-0.9999978542327881
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_12.txt,-0.9999983906745911
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_13.txt,-0.9999983906745911
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_14.txt,-0.9999984502792358
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_15.txt,-0.9999985098838806
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_16.txt,-0.9999983906745911
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_17.txt,-0.9999984502792358
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_18.txt,-0.9999975562095642
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_19.txt,-0.9999986886978149
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_2.txt,-0.9999914169311523
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_20.txt,-0.999998927116394
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_21.txt,-0.9999986886978149
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_22.txt,-0.9999988079071045
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_23.txt,-0.9999983906745911
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_24.txt,-0.9999978542327881
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_25.txt,-0.9999982118606567
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_26.txt,-0.9999987483024597
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_27.txt,-0.9999986886978149
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_28.txt,-0.9999989867210388
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_29.txt,-0.9999990463256836
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_3.txt,-0.9999948740005493
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_30.txt,-0.9999980330467224
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_31.txt,-0.9999987483024597
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_32.txt,-0.9999942183494568
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_33.txt,-0.9999986886978149
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_4.txt,-0.9999982714653015
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_5.txt,-0.9999986290931702
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_6.txt,-0.9999992251396179
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_7.txt,-0.9999992251396179
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_8.txt,-0.9999991655349731
2017-03,translated_20170331_[COMPANY_1] Vermögensausweis_page_9.txt,-0.999999463558197
2017-12,translated_20171231_[COMPANY_1] Performancebegründung_page_1.txt,-0.534562349319458
2017-12,translated_20171231_[COMPANY_1] Performancebegründung_page_2.txt,-0.0022488131653517485
2017-12,translated_20171231_[COMPANY_1] Performancebegründung_page_3.txt,0.00020215239783283323
2017-12,translated_20171231_[COMPANY_1] Performancebegründung_page_4.txt,-0.998180627822876
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_1.txt,-0.9999954104423523
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_10.txt,-0.9999960660934448
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_11.txt,-0.9999979734420776
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_12.txt,-0.999997615814209
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_13.txt,-0.9999982714653015
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_14.txt,-0.9999979734420776
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_15.txt,-0.9999985694885254
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_16.txt,-0.9999986886978149
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_17.txt,-0.9999989867210388
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_18.txt,-0.9999983906745911
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_19.txt,-0.9999980330467224
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_2.txt,-0.9999986290931702
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_20.txt,-0.9999993443489075
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_21.txt,-0.9999992847442627
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_22.txt,-0.9999991655349731
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_23.txt,-0.9999982714653015
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_24.txt,-0.9999988079071045
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_25.txt,-0.9999993443489075
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_26.txt,-0.9999990463256836
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_27.txt,-0.9999984502792358
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_28.txt,-0.9999912977218628
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_29.txt,-0.9999936819076538
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_3.txt,-0.9999955892562866
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_4.txt,-0.9999993443489075
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_5.txt,-0.9999989867210388
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_6.txt,-0.9999992251396179
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_7.txt,-0.9999991059303284
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_8.txt,-0.9999995827674866
2017-12,translated_20171231_[COMPANY_1] Vermögensausweis_page_9.txt,-0.9999991655349731
2018-03,translated_20180331_[COMPANY_1]_Performancebegründung_page_1.txt,-0.18930844962596893
2018-03,translated_20180331_[COMPANY_1]_Performancebegründung_page_2.txt,0.005510495975613594
2018-03,translated_20180331_[COMPANY_1]_Performancebegründung_page_3.txt,0.9831017255783081
2018-03,translated_20180331_[COMPANY_1]_Performancebegründung_page_4.txt,-0.9993119239807129
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_1.txt,-0.999994695186615
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_10.txt,-0.9999963045120239
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_11.txt,-0.9999979734420776
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_12.txt,-0.9999980330467224
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_13.txt,-0.9999978542327881
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_14.txt,-0.9999982714653015
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_15.txt,-0.9999983310699463
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_16.txt,-0.9999986290931702
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_17.txt,-0.9999988675117493
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_18.txt,-0.9999987483024597
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_19.txt,-0.9999977350234985
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_2.txt,-0.9999989867210388
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_20.txt,-0.9999991059303284
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_21.txt,-0.9999992251396179
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_22.txt,-0.9999985694885254
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_23.txt,-0.9999985694885254
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_24.txt,-0.9999985694885254
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_25.txt,-0.9999993443489075
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_26.txt,-0.9999992251396179
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_27.txt,-0.9999980926513672
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_28.txt,-0.9999921917915344
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_29.txt,-0.9999934434890747
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_3.txt,-0.9999921917915344
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_4.txt,-0.9999991655349731
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_5.txt,-0.9999991059303284
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_6.txt,-0.9999991059303284
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_7.txt,-0.9999992251396179
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_8.txt,-0.9999996423721313
2018-03,translated_20180331_[COMPANY_1]_Vermögensausweis_page_9.txt,-0.9999983906745911
2018-06,translated_20180630_[COMPANY_1] Performancebegründung_page_1.txt,-0.7730622291564941
2018-06,translated_20180630_[COMPANY_1] Performancebegründung_page_2.txt,0.0009984106291085482
2018-06,translated_20180630_[COMPANY_1] Performancebegründung_page_3.txt,0.05941643565893173
2018-06,translated_20180630_[COMPANY_1] Performancebegründung_page_4.txt,-0.9989640712738037
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_1.txt,-0.9999954104423523
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_10.txt,-0.9999963641166687
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_11.txt,-0.9999978542327881
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_12.txt,-0.9999983906745911
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_13.txt,-0.9999974370002747
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_14.txt,-0.999998152256012
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_15.txt,-0.9999984502792358
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_16.txt,-0.9999989867210388
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_17.txt,-0.9999988079071045
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_18.txt,-0.9999989867210388
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_19.txt,-0.9999978542327881
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_2.txt,-0.999998927116394
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_20.txt,-0.9999990463256836
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_21.txt,-0.9999993443489075
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_22.txt,-0.999998152256012
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_23.txt,-0.9999980330467224
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_24.txt,-0.9999989867210388
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_25.txt,-0.9999994039535522
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_26.txt,-0.9999988675117493
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_27.txt,-0.9999961256980896
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_28.txt,-0.9999927282333374
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_29.txt,-0.9999935030937195
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_3.txt,-0.9999935030937195
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_4.txt,-0.9999991059303284
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_5.txt,-0.9999988079071045
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_6.txt,-0.9999990463256836
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_7.txt,-0.999998927116394
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_8.txt,-0.9999996423721313
2018-06,translated_20180630_[COMPANY_1] Vermögensausweis_page_9.txt,-0.9999967217445374
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_1.txt,-0.9999949932098389
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_10.txt,-0.9999975562095642
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_11.txt,-0.9999983310699463
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_12.txt,-0.9999983310699463
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_13.txt,-0.9999982118606567
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_14.txt,-0.9999978542327881
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_15.txt,-0.999998152256012
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_16.txt,-0.9999983906745911
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_17.txt,-0.9999989867210388
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_18.txt,-0.9999988675117493
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_19.txt,-0.9999978542327881
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_2.txt,-0.9999990463256836
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_20.txt,-0.9999975562095642
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_21.txt,-0.9999991059303284
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_22.txt,-0.9999989867210388
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_23.txt,-0.9999985098838806
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_24.txt,-0.9999983310699463
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_25.txt,-0.9999991655349731
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_26.txt,-0.9999991059303284
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_27.txt,-0.9999988079071045
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_28.txt,-0.9999983906745911
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_29.txt,-0.9999929070472717
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_3.txt,-0.9999940395355225
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_30.txt,-0.9999936819076538
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_4.txt,-0.9999993443489075
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_5.txt,-0.9999988079071045
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_6.txt,-0.9999991059303284
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_7.txt,-0.9999992847442627
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_8.txt,-0.9999996423721313
2018-09,translated_20180930_[COMPANY_1] Vermögensausweis_page_9.txt,-0.999998927116394
2018-09,translated_20180930_[COMPANY_2]_10011435-001_2417693_000000_page_1.txt,-0.28857916593551636
2018-09,translated_20180930_[COMPANY_2]_10011435-001_2417693_000000_page_2.txt,2.4517468773410656e-05
2018-09,translated_20180930_[COMPANY_2]_10011435-001_2417693_000000_page_3.txt,0.6955609321594238
2018-09,translated_20180930_[COMPANY_2]_10011435-001_2417693_000000_page_4.txt,-0.9994376301765442
2018-12,translated_20181231_[COMPANY_1] Performancebegründung Q4 2018_page_1.txt,-0.6738455295562744
2018-12,translated_20181231_[COMPANY_1] Performancebegründung Q4 2018_page_2.txt,0.8359546661376953
2018-12,translated_20181231_[COMPANY_1] Performancebegründung Q4 2018_page_3.txt,0.7450160980224609
2018-12,translated_20181231_[COMPANY_1] Performancebegründung Q4 2018_page_4.txt,-0.19770541787147522
2018-12,translated_20181231_[COMPANY_1] Performancebegründung Q4 2018_page_5.txt,-0.9989234209060669
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_1.txt,-0.9999958872795105
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_10.txt,-0.9999980330467224
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_11.txt,-0.9999985098838806
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_12.txt,-0.9999983906745911
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_13.txt,-0.999998152256012
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_14.txt,-0.9999983310699463
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_15.txt,-0.9999987483024597
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_16.txt,-0.9999986886978149
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_17.txt,-0.9999988675117493
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_18.txt,-0.9999991655349731
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_19.txt,-0.9999986290931702
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_2.txt,-0.9999986290931702
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_20.txt,-0.9999991059303284
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_21.txt,-0.9999993443489075
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_22.txt,-0.9999990463256836
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_23.txt,-0.9999979138374329
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_24.txt,-0.9999980926513672
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_25.txt,-0.9999990463256836
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_26.txt,-0.9999992847442627
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_27.txt,-0.9999991059303284
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_28.txt,-0.9999968409538269
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_29.txt,-0.999992847442627
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_3.txt,-0.9999938607215881
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_30.txt,-0.999994695186615
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_4.txt,-0.9999993443489075
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_5.txt,-0.9999991655349731
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_6.txt,-0.9999993443489075
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_7.txt,-0.9999992847442627
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_8.txt,-0.9999996423721313
2018-12,translated_20181231_[COMPANY_1]_Vermögensausweis_page_9.txt,-0.9999986290931702
2019-03,translated_20190331_[COMPANY_1]_Performancebericht_page_1.txt,-0.846138596534729
2019-03,translated_20190331_[COMPANY_1]_Performancebericht_page_2.txt,-0.0006851620855741203
2019-03,translated_20190331_[COMPANY_1]_Performancebericht_page_3.txt,0.0022064968943595886
2019-03,translated_20190331_[COMPANY_1]_Performancebericht_page_4.txt,-0.9995412826538086
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_1.txt,-0.9999936819076538
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_10.txt,-0.9999977946281433
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_11.txt,-0.9999979734420776
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_12.txt,-0.9999982118606567
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_13.txt,-0.9999983310699463
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_14.txt,-0.999998152256012
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_15.txt,-0.9999985098838806
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_16.txt,-0.9999985098838806
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_17.txt,-0.9999988079071045
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_18.txt,-0.999998927116394
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_19.txt,-0.9999983906745911
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_2.txt,-0.9999989867210388
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_20.txt,-0.9999975562095642
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_21.txt,-0.9999990463256836
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_22.txt,-0.9999991655349731
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_23.txt,-0.9999986886978149
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_24.txt,-0.9999982118606567
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_25.txt,-0.9999982714653015
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_26.txt,-0.9999990463256836
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_27.txt,-0.9999994039535522
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_28.txt,-0.9999983310699463
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_29.txt,-0.9999963641166687
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_3.txt,-0.999994158744812
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_30.txt,-0.9999931454658508
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_31.txt,-0.9999942779541016
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_4.txt,-0.9999992847442627
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_5.txt,-0.9999991059303284
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_6.txt,-0.9999992251396179
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_7.txt,-0.9999992251396179
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_8.txt,-0.9999996423721313
2019-03,translated_20190331_[COMPANY_1]_Vermögensausweis_page_9.txt,-0.9999987483024597
2019-06,translated_20190630_[COMPANY_1]_Performancebegründung_page_1.txt,-0.7333517670631409
2019-06,translated_20190630_[COMPANY_1]_Performancebegründung_page_2.txt,0.1602473258972168
2019-06,translated_20190630_[COMPANY_1]_Performancebegründung_page_3.txt,7.075124449329451e-05
