structure,type,seas_adj,date,value
ks_i52_spend_q_hist,index,na,2006-07-01,-14.903846153846153
ks_i52_spend_q_hist,index,na,2006-10-01,-9.615384615384617
ks_i52_spend_q_hist,index,na,2007-01-01,-7.421875
ks_i52_spend_q_hist,index,na,2007-04-01,-14.258373205741625
ks_i52_spend_q_hist,index,na,2007-07-01,-16.666666666666664
ks_i52_spend_q_hist,index,na,2007-10-01,-15.148609779482264
ks_i52_spend_q_hist,index,na,2008-01-01,-6.43611911623439
ks_i52_spend_q_hist,index,na,2008-04-01,-4.532304725168756
ks_i52_spend_q_hist,index,na,2008-07-01,-23.246878001921228
ks_i52_spend_q_hist,index,na,2008-10-01,-24.588576960309776
ks_i52_spend_q_hist,index,na,2009-01-01,-1.7424975798644726
ks_i52_spend_q_hist,index,na,2009-04-01,-1.6409266409266408
ks_i52_spend_q_hist,index,na,2009-07-01,-0.3883495145631068
ks_i52_spend_q_hist,index,na,2009-10-01,-2.5763358778625953
ks_i52_spend_q_hist,index,na,2010-01-01,10.298363811357074
ks_i52_spend_q_hist,index,na,2010-04-01,-1.75609756097561
ks_i52_spend_q_hist,index,na,2010-07-01,1.2464046021093003
ks_i52_spend_q_hist,index,na,2010-10-01,2.8873917228103942
ks_i52_spend_q_hist,index,na,2011-01-01,6.048387096774194
ks_i52_spend_q_hist,index,na,2011-04-01,-1.097804391217565
ks_i52_spend_q_hist,index,na,2011-07-01,-2.066929133858268
ks_i52_spend_q_hist,index,na,2011-10-01,11.557296767874632
ks_i52_spend_q_hist,index,na,2012-01-01,16.184971098265898
ks_i52_spend_q_hist,index,na,2012-04-01,0.5190311418685121
ks_i52_spend_q_hist,index,na,2012-07-01,-1.5843429636533086
ks_i52_spend_q_hist,index,na,2012-10-01,-0.7894736842105263
ks_i52_spend_q_hist,index,na,2013-01-01,8.561643835616438
ks_i52_spend_q_hist,index,na,2013-04-01,4.925650557620818
ks_i52_spend_q_hist,index,na,2013-07-01,0.27297543221110104
ks_i52_spend_q_hist,index,na,2013-10-01,-4.887218045112782
ks_i52_spend_q_hist,index,na,2014-01-01,7.712082262210797
ks_i52_spend_q_hist,index,na,2014-04-01,1.1363636363636365
ks_i52_spend_q_hist,index,na,2014-07-01,8.387698042870456
ks_i52_spend_q_hist,index,na,2014-10-01,-1.232394366197183
ks_i52_spend_q_hist,index,na,2015-01-01,7.431796801505174
ks_i52_spend_q_hist,index,na,2015-04-01,15.445544554455445
ks_i52_spend_q_hist,index,na,2015-07-01,6.237006237006238
ks_i52_spend_q_hist,index,na,2015-10-01,-4.655674102812803
ks_i52_spend_q_hist,index,na,2016-01-01,2.9285099052540913
ks_i52_spend_q_hist,index,na,2016-04-01,0.8395522388059702
ks_i52_spend_q_hist,index,na,2016-07-01,-0.30895983522142123
ks_i52_spend_q_hist,index,na,2016-10-01,-2.4271844660194173
ks_i52_spend_q_hist,index,na,2017-01-01,3.540587219343696
ks_i52_spend_q_hist,index,na,2017-04-01,-5.625606207565471
ks_i52_spend_q_hist,index,na,2017-07-01,-3.8358608385370205
ks_i52_spend_q_hist,index,na,2017-10-01,-10.354477611940299
ks_i52_spend_q_hist,index,na,2018-01-01,-5.652477320307049
ks_i52_spend_q_hist,index,na,2018-04-01,-12.244897959183673
ks_i52_spend_q_hist,index,na,2018-07-01,-7.516650808753568
ks_i52_spend_q_hist,index,na,2018-10-01,-11.303630363036303
ks_i52_spend_q_hist,index,na,2019-01-01,-7.4399999999999995
ks_i52_spend_q_hist,index,na,2019-04-01,-10.76555023923445
ks_i52_spend_q_hist,index,na,2019-07-01,-11.230388109000826
ks_i52_spend_q_hist,index,na,2019-10-01,-11.532125205930807
ks_i52_spend_q_hist,index,na,2020-01-01,-4.368546465448769
ks_i52_spend_q_hist,index,na,2020-04-01,-48.233404710920766
ks_i52_spend_q_hist,index,na,2020-07-01,-17.98507462686567
ks_i52_spend_q_hist,index,na,2020-10-01,-18.932748538011694
ks_i52_spend_q_hist,index,na,2021-01-01,-16.01642710472279
ks_i52_spend_q_hist,index,na,2021-04-01,-13.046937151949084
ks_i52_spend_q_hist,index,na,2021-07-01,-12.704918032786885
ks_i52_spend_q_hist,index,na,2021-10-01,-21.62849872773537
ks_i52_spend_q_hist,index,na,2022-01-01,-19.683257918552037
ks_i52_spend_q_hist,index,na,2022-04-01,-31.914893617021278
ks_i52_spend_q_hist,index,na,2022-07-01,-43.45335515548282
ks_i52_spend_q_hist,index,na,2022-10-01,-45.8295142071494
ks_i52_spend_q_hist,index,na,2023-01-01,-36.73805601317957
ks_i52_spend_q_hist,index,na,2023-04-01,-34.98542274052478
ks_i52_spend_q_hist,index,na,2023-07-01,-38.62433862433862
ks_i52_spend_q_hist,index,na,2023-10-01,-37.142857142857146
ks_i53_save_exp_q_hist,index,na,2007-04-01,13.333333333333334
ks_i53_save_exp_q_hist,index,na,2007-07-01,9.057301293900185
ks_i53_save_exp_q_hist,index,na,2007-10-01,47.96747967479675
ks_i53_save_exp_q_hist,index,na,2008-01-01,31.970260223048324
ks_i53_save_exp_q_hist,index,na,2008-04-01,36.631779257849665
ks_i53_save_exp_q_hist,index,na,2008-07-01,19.886363636363637
ks_i53_save_exp_q_hist,index,na,2008-10-01,3.9660056657223794
ks_i53_save_exp_q_hist,index,na,2009-01-01,14.44976076555024
ks_i53_save_exp_q_hist,index,na,2009-04-01,4.0111940298507465
ks_i53_save_exp_q_hist,index,na,2009-07-01,1.6853932584269662
ks_i53_save_exp_q_hist,index,na,2009-10-01,13.002806361085126
ks_i53_save_exp_q_hist,index,na,2010-01-01,19.421101774042953
ks_i53_save_exp_q_hist,index,na,2010-04-01,14.853358561967834
ks_i53_save_exp_q_hist,index,na,2010-07-01,27.12962962962963
ks_i53_save_exp_q_hist,index,na,2010-10-01,24.150943396226417
ks_i53_save_exp_q_hist,index,na,2011-01-01,29.80132450331126
ks_i53_save_exp_q_hist,index,na,2011-04-01,-9.064039408866995
ks_i53_save_exp_q_hist,index,na,2011-07-01,8.85956644674835
ks_i53_save_exp_q_hist,index,na,2011-10-01,15.719696969696969
ks_i53_save_exp_q_hist,index,na,2012-01-01,21.502347417840376
ks_i53_save_exp_q_hist,index,na,2012-04-01,19.91561181434599
ks_i53_save_exp_q_hist,index,na,2012-07-01,15.217391304347828
ks_i53_save_exp_q_hist,index,na,2012-10-01,24.761904761904763
ks_i53_save_exp_q_hist,index,na,2013-01-01,34.123624047417444
ks_i53_save_exp_q_hist,index,na,2013-04-01,23.40036563071298
ks_i53_save_exp_q_hist,index,na,2013-07-01,25.889679715302492
ks_i53_save_exp_q_hist,index,na,2013-10-01,25.318761384335154
ks_i53_save_exp_q_hist,index,na,2014-01-01,25.041597337770384
ks_i53_save_exp_q_hist,index,na,2014-04-01,25.396825396825395
ks_i53_save_exp_q_hist,index,na,2014-07-01,28.479853479853478
ks_i53_save_exp_q_hist,index,na,2014-10-01,19.09328683522232
ks_i53_save_exp_q_hist,index,na,2015-01-01,37.96296296296296
ks_i53_save_exp_q_hist,index,na,2015-04-01,30.528375733855185
ks_i53_save_exp_q_hist,index,na,2015-07-01,18.369453044375643
ks_i53_save_exp_q_hist,index,na,2015-10-01,22.714420358152687
ks_i53_save_exp_q_hist,index,na,2016-01-01,28.111769686706182
ks_i53_save_exp_q_hist,index,na,2016-04-01,27.18181818181818
ks_i53_save_exp_q_hist,index,na,2016-07-01,20.25948103792415
ks_i53_save_exp_q_hist,index,na,2016-10-01,16.888045540796963
ks_i53_save_exp_q_hist,index,na,2017-01-01,21.40439932318105
ks_i53_save_exp_q_hist,index,na,2017-04-01,15.196998123827393
ks_i53_save_exp_q_hist,index,na,2017-07-01,16.883116883116884
ks_i53_save_exp_q_hist,index,na,2017-10-01,21.926605504587158
ks_i53_save_exp_q_hist,index,na,2018-01-01,15.923129718599863
ks_i53_save_exp_q_hist,index,na,2018-04-01,21.273031825795645
ks_i53_save_exp_q_hist,index,na,2018-07-01,5.555555555555555
ks_i53_save_exp_q_hist,index,na,2018-10-01,9.253246753246753
ks_i53_save_exp_q_hist,index,na,2019-01-01,21.254901960784313
ks_i53_save_exp_q_hist,index,na,2019-04-01,12.39147592738753
ks_i53_save_exp_q_hist,index,na,2019-07-01,7.755102040816326
ks_i53_save_exp_q_hist,index,na,2019-10-01,10.43338683788122
ks_i53_save_exp_q_hist,index,na,2020-01-01,16.081186572989854
ks_i53_save_exp_q_hist,index,na,2020-04-01,-0.42780748663101603
ks_i53_save_exp_q_hist,index,na,2020-07-01,17.716827279466273
ks_i53_save_exp_q_hist,index,na,2020-10-01,16.738816738816737
ks_i53_save_exp_q_hist,index,na,2021-01-01,17.17171717171717
ks_i53_save_exp_q_hist,index,na,2021-04-01,17.67036450079239
ks_i53_save_exp_q_hist,index,na,2021-07-01,17.296862429605792
ks_i53_save_exp_q_hist,index,na,2021-10-01,18.86001676445935
ks_i53_save_exp_q_hist,index,na,2022-01-01,21.846846846846844
ks_i53_save_exp_q_hist,index,na,2022-04-01,9.831932773109244
ks_i53_save_exp_q_hist,index,na,2022-07-01,4.92730210016155
ks_i53_save_exp_q_hist,index,na,2022-10-01,-2.917046490428441
ks_i53_save_exp_q_hist,index,na,2023-01-01,10.582444626743232
ks_i53_save_exp_q_hist,index,na,2023-04-01,10.256410256410255
ks_i53_save_exp_q_hist,index,na,2023-07-01,7.1800208116545265
ks_i53_save_exp_q_hist,index,na,2023-10-01,0.847457627118644
ks_i62_index_q_hist,index,na,1972-10-01,5.513414441230525
ks_i62_index_q_hist,index,na,1973-01-01,-5.908887611972672
ks_i62_index_q_hist,index,na,1973-04-01,-6.703001315864574
ks_i62_index_q_hist,index,na,1973-07-01,-8.128437045289859
ks_i62_index_q_hist,index,na,1973-10-01,-20.883614974531348
ks_i62_index_q_hist,index,na,1974-01-01,-18.38534188879885
ks_i62_index_q_hist,index,na,1974-04-01,-31.334275618860985
ks_i62_index_q_hist,index,na,1974-07-01,-27.447216958866548
ks_i62_index_q_hist,index,na,1974-10-01,-36.29640786230011
ks_i62_index_q_hist,index,na,1975-01-01,-34.69134477133222
ks_i62_index_q_hist,index,na,1975-04-01,-24.375625556300378
ks_i62_index_q_hist,index,na,1975-07-01,-20.528349086938675
ks_i62_index_q_hist,index,na,1975-10-01,-27.35883814342351
ks_i62_index_q_hist,index,na,1976-01-01,-27.402616369019917
ks_i62_index_q_hist,index,na,1976-04-01,4.096045255695254
ks_i62_index_q_hist,index,na,1976-07-01,13.551533615363915
ks_i62_index_q_hist,index,na,1976-10-01,2.635209262433115
ks_i62_index_q_hist,index,na,1977-01-01,-18.352767996049018
ks_i62_index_q_hist,index,na,1977-04-01,-1.2863614583523084
ks_i62_index_q_hist,index,na,1977-07-01,7.322181131374105
ks_i62_index_q_hist,index,na,1977-10-01,-0.7802267265768013
ks_i62_index_q_hist,index,na,1978-01-01,1.717459179922125
ks_i62_index_q_hist,index,na,1978-04-01,-0.6463801809655525
ks_i62_index_q_hist,index,na,1978-07-01,-3.279502708155876
ks_i62_index_q_hist,index,na,1978-10-01,-20.36995669060247
ks_i62_index_q_hist,index,na,1979-01-01,-9.200443635610222
ks_i62_index_q_hist,index,na,1979-04-01,3.2829081233227537
ks_i62_index_q_hist,index,na,1979-07-01,-10.739584834674739
ks_i62_index_q_hist,index,na,1979-10-01,-17.044916939202466
ks_i62_index_q_hist,index,na,1980-01-01,-10.354776986762852
ks_i62_index_q_hist,index,na,1980-04-01,-9.061250674968528
ks_i62_index_q_hist,index,na,1980-07-01,-7.387956340219356
ks_i62_index_q_hist,index,na,1980-10-01,-15.886000079675478
ks_i62_index_q_hist,index,na,1981-01-01,-19.85634805240238
ks_i62_index_q_hist,index,na,1981-04-01,-25.81496314953921
ks_i62_index_q_hist,index,na,1981-07-01,-28.130060923241892
ks_i62_index_q_hist,index,na,1981-10-01,-32.95285170249465
ks_i62_index_q_hist,index,na,1982-01-01,-26.878484051515194
ks_i62_index_q_hist,index,na,1982-04-01,-21.263549374610683
ks_i62_index_q_hist,index,na,1982-07-01,-34.29594778754341
ks_i62_index_q_hist,index,na,1982-10-01,-33.54697349418181
ks_i62_index_q_hist,index,na,1983-01-01,-28.57414268680759
ks_i62_index_q_hist,index,na,1983-04-01,-7.694938117775637
ks_i62_index_q_hist,index,na,1983-07-01,-13.375540169547905
ks_i62_index_q_hist,index,na,1983-10-01,-9.765679801381518
ks_i62_index_q_hist,index,na,1984-01-01,-0.6903540461151945
ks_i62_index_q_hist,index,na,1984-04-01,-5.0417319138595875
ks_i62_index_q_hist,index,na,1984-07-01,0.6079326238155165
ks_i62_index_q_hist,index,na,1984-10-01,-3.755370454443794
ks_i62_index_q_hist,index,na,1985-01-01,0.3096050638383101
ks_i62_index_q_hist,index,na,1985-04-01,-0.02922166184785091
ks_i62_index_q_hist,index,na,1985-07-01,0.4356759447694234
ks_i62_index_q_hist,index,na,1985-10-01,4.013404874182649
ks_i62_index_q_hist,index,na,1986-01-01,13.991053175557152
ks_i62_index_q_hist,index,na,1986-04-01,8.736339809676782
ks_i62_index_q_hist,index,na,1986-07-01,2.5131822511378665
ks_i62_index_q_hist,index,na,1986-10-01,3.7009488516013302
ks_i62_index_q_hist,index,na,1987-01-01,1.6723528293064351
ks_i62_index_q_hist,index,na,1987-04-01,0.08994836390729866
ks_i62_index_q_hist,index,na,1987-07-01,-1.8290139171657618
ks_i62_index_q_hist,index,na,1987-10-01,-5.14283205767166
ks_i62_index_q_hist,index,na,1988-01-01,-8.265563747895586
ks_i62_index_q_hist,index,na,1988-04-01,-10.03818588781777
ks_i62_index_q_hist,index,na,1988-07-01,3.3909961684854952
ks_i62_index_q_hist,index,na,1988-10-01,3.7422040398224308
ks_i62_index_q_hist,index,na,1989-01-01,13.353032713460305
ks_i62_index_q_hist,index,na,1989-04-01,2.2781130408970984
ks_i62_index_q_hist,index,na,1989-07-01,-6.604704049628859
ks_i62_index_q_hist,index,na,1989-10-01,3.590457388433178
ks_i62_index_q_hist,index,na,1990-01-01,-10.986081736693643
ks_i62_index_q_hist,index,na,1990-04-01,-11.156580950446179
ks_i62_index_q_hist,index,na,1990-07-01,-11.432414275281312
ks_i62_index_q_hist,index,na,1990-10-01,-48.1538386094766
ks_i62_index_q_hist,index,na,1991-01-01,-51.04809870206789
ks_i62_index_q_hist,index,na,1991-04-01,-24.92253729913117
ks_i62_index_q_hist,index,na,1991-07-01,-38.959178039104906
ks_i62_index_q_hist,index,na,1991-10-01,-44.97676178301997
ks_i62_index_q_hist,index,na,1992-01-01,-51.42081788270322
ks_i62_index_q_hist,index,na,1992-04-01,-38.699225257426235
ks_i62_index_q_hist,index,na,1992-07-01,-43.47993117496495
ks_i62_index_q_hist,index,na,1992-10-01,-48.61307235818403
ks_i62_index_q_hist,index,na,1993-01-01,-46.488537536280795
ks_i62_index_q_hist,index,na,1993-04-01,-26.880922301044677
ks_i62_index_q_hist,index,na,1993-07-01,-30.27455018601671
ks_i62_index_q_hist,index,na,1993-10-01,-14.598748824391839
ks_i62_index_q_hist,index,na,1994-01-01,-5.0928329265750865
ks_i62_index_q_hist,index,na,1994-04-01,5.6698197454379535
ks_i62_index_q_hist,index,na,1994-07-01,1.761643869769438
ks_i62_index_q_hist,index,na,1994-10-01,-3.3786683010087675
ks_i62_index_q_hist,index,na,1995-01-01,-16.162720663748978
ks_i62_index_q_hist,index,na,1995-04-01,-7.310974090457416
ks_i62_index_q_hist,index,na,1995-07-01,-12.83626380877479
ks_i62_index_q_hist,index,na,1995-10-01,-13.910814990319986
ks_i62_index_q_hist,index,na,1996-01-01,-26.466774642243983
ks_i62_index_q_hist,index,na,1996-04-01,-30.3753589539823
ks_i62_index_q_hist,index,na,1996-07-01,-38.81635043273901
ks_i62_index_q_hist,index,na,1996-10-01,-30.00168826641746
ks_i62_index_q_hist,index,na,1997-01-01,-23.781400647985762
ks_i62_index_q_hist,index,na,1997-04-01,-14.573504480406177
ks_i62_index_q_hist,index,na,1997-07-01,-2.2411865314764032
ks_i62_index_q_hist,index,na,1997-10-01,0.7402886533088981
ks_i62_index_q_hist,index,na,1998-01-01,0.6188103441825259
ks_i62_index_q_hist,index,na,1998-04-01,6.263814716048136
ks_i62_index_q_hist,index,na,1998-07-01,11.476952355179188
ks_i62_index_q_hist,index,na,1998-10-01,0.7024543201982372
ks_i62_index_q_hist,index,na,1999-01-01,2.2197980194851343
ks_i62_index_q_hist,index,na,1999-04-01,-1.5584579940616852
ks_i62_index_q_hist,index,na,1999-07-01,8.13581070597321
ks_i62_index_q_hist,index,na,1999-10-01,14.09756358483046
ks_i62_index_q_hist,index,na,2000-01-01,21.526331908493887
ks_i62_index_q_hist,index,na,2000-04-01,21.449655542528234
ks_i62_index_q_hist,index,na,2000-07-01,22.400851564143466
ks_i62_index_q_hist,index,na,2000-10-01,15.753784555163886
ks_i62_index_q_hist,index,na,2001-01-01,18.391930307969538
ks_i62_index_q_hist,index,na,2001-04-01,10.203357536187024
ks_i62_index_q_hist,index,na,2001-07-01,5.4404156815595055
ks_i62_index_q_hist,index,na,2001-10-01,-33.61871088056897
ks_i62_index_q_hist,index,na,2002-01-01,0.1105288643022515
ks_i62_index_q_hist,index,na,2002-04-01,1.4414007041266164
ks_i62_index_q_hist,index,na,2002-07-01,-8.09632834072581
ks_i62_index_q_hist,index,na,2002-10-01,-20.94193112125332
ks_i62_index_q_hist,index,na,2003-01-01,-12.624088697197289
ks_i62_index_q_hist,index,na,2003-04-01,-17.62730125519647
ks_i62_index_q_hist,index,na,2003-07-01,-12.111527816180152
ks_i62_index_q_hist,index,na,2003-10-01,-7.857393960966997
ks_i62_index_q_hist,index,na,2004-01-01,8.36209796517841
ks_i62_index_q_hist,index,na,2004-04-01,9.42158111648573
ks_i62_index_q_hist,index,na,2004-07-01,3.4370271973011963
ks_i62_index_q_hist,index,na,2004-10-01,-5.349584839831186
ks_i62_index_q_hist,index,na,2005-01-01,1.412345197943269
ks_i62_index_q_hist,index,na,2005-04-01,-1.5444645272944673
ks_i62_index_q_hist,index,na,2005-07-01,-10.408391932209222
ks_i62_index_q_hist,index,na,2005-10-01,-9.714446583588598
ks_i62_index_q_hist,index,na,2006-01-01,10.801363266777903
ks_i62_index_q_hist,index,na,2006-04-01,7.727906446320786
ks_i62_index_q_hist,index,na,2006-07-01,12.073830941473487
ks_i62_index_q_hist,index,na,2006-10-01,6.878497605182734
ks_i62_index_q_hist,index,na,2007-01-01,11.726860613327881
ks_i62_index_q_hist,index,na,2007-04-01,15.64946660689766
ks_i62_index_q_hist,index,na,2007-07-01,8.147864302996439
ks_i62_index_q_hist,index,na,2007-10-01,14.908641910396074
ks_i62_index_q_hist,index,na,2008-01-01,4.3528694355817805
ks_i62_index_q_hist,index,na,2008-04-01,-0.020083625203164424
ks_i62_index_q_hist,index,na,2008-07-01,-17.074864781590822
ks_i62_index_q_hist,index,na,2008-10-01,-35.34416050246044
ks_i62_index_q_hist,index,na,2009-01-01,-37.76077036213214
ks_i62_index_q_hist,index,na,2009-04-01,-49.04266405232873
ks_i62_index_q_hist,index,na,2009-07-01,-39.305974191172524
ks_i62_index_q_hist,index,na,2009-10-01,-14.048085825009773
ks_i62_index_q_hist,index,na,2010-01-01,-7.006970596730845
ks_i62_index_q_hist,index,na,2010-04-01,14.456478921787815
ks_i62_index_q_hist,index,na,2010-07-01,15.893465338065086
ks_i62_index_q_hist,index,na,2010-10-01,7.0318736576682594
ks_i62_index_q_hist,index,na,2011-01-01,9.83028296669227
ks_i62_index_q_hist,index,na,2011-04-01,-1.3313579657923755
ks_i62_index_q_hist,index,na,2011-07-01,-17.022348486429756
ks_i62_index_q_hist,index,na,2011-10-01,-24.362462077104468
ks_i62_index_q_hist,index,na,2012-01-01,-19.386262589363273
ks_i62_index_q_hist,index,na,2012-04-01,-7.707521646315171
ks_i62_index_q_hist,index,na,2012-07-01,-17.378760358810737
ks_i62_index_q_hist,index,na,2012-10-01,-16.819303782179166
ks_i62_index_q_hist,index,na,2013-01-01,-5.951150295909342
ks_i62_index_q_hist,index,na,2013-04-01,-4.511218535707583
ks_i62_index_q_hist,index,na,2013-07-01,-8.615397133134778
ks_i62_index_q_hist,index,na,2013-10-01,-4.569122192240895
ks_i62_index_q_hist,index,na,2014-01-01,1.7234447038052223
ks_i62_index_q_hist,index,na,2014-04-01,0.95185414345046
ks_i62_index_q_hist,index,na,2014-07-01,-0.6084399748673688
ks_i62_index_q_hist,index,na,2014-10-01,-11.245885472612972
ks_i62_index_q_hist,index,na,2015-01-01,-6.090745104817643
ks_i62_index_q_hist,index,na,2015-04-01,-5.828946692216459
ks_i62_index_q_hist,index,na,2015-07-01,-18.792664680072264
ks_i62_index_q_hist,index,na,2015-10-01,-17.521583660280115
ks_i62_index_q_hist,index,na,2016-01-01,-13.756811380350282
ks_i62_index_q_hist,index,na,2016-04-01,-14.62914890999749
ks_i62_index_q_hist,index,na,2016-07-01,-15.37695401540408
ks_i62_index_q_hist,index,na,2016-10-01,-13.370088391861708
ks_i62_index_q_hist,index,na,2017-01-01,-3.19898026635302
ks_i62_index_q_hist,index,na,2017-04-01,-7.798938685325559
ks_i62_index_q_hist,index,na,2017-07-01,-3.1063350463072803
ks_i62_index_q_hist,index,na,2017-10-01,-2.2842111163912087
ks_i62_index_q_hist,index,na,2018-01-01,4.98281829295467
ks_i62_index_q_hist,index,na,2018-04-01,1.89804244942391
ks_i62_index_q_hist,index,na,2018-07-01,-7.170704918306577
ks_i62_index_q_hist,index,na,2018-10-01,-6.068026940015935
ks_i62_index_q_hist,index,na,2019-01-01,-4.013597045733374
ks_i62_index_q_hist,index,na,2019-04-01,-6.396851996752942
ks_i62_index_q_hist,index,na,2019-07-01,-10.742750135193251
ks_i62_index_q_hist,index,na,2019-10-01,-16.511839092550844
ks_i62_index_q_hist,index,na,2020-01-01,-6.727744161548727
ks_i62_index_q_hist,index,na,2020-04-01,-56.35694115354414
ks_i62_index_q_hist,index,na,2020-07-01,-29.62682353973714
ks_i62_index_q_hist,index,na,2020-10-01,-30.41101374876747
ks_i62_index_q_hist,index,na,2021-01-01,-29.620230382228943
ks_i62_index_q_hist,index,na,2021-04-01,-17.503856350186716
ks_i62_index_q_hist,index,na,2021-07-01,9.62063273463334
ks_i62_index_q_hist,index,na,2021-10-01,8.268819054591312
ks_i62_index_q_hist,index,na,2022-01-01,3.224192397586545
ks_i62_index_q_hist,index,na,2022-04-01,-18.469339061473914
ks_i62_index_q_hist,index,na,2022-07-01,-27.854808855250493
ks_i62_index_q_hist,index,na,2022-10-01,-37.83524621516733
ks_i62_index_q_hist,index,na,2023-01-01,-8.706558625456813
ks_i62_index_q_hist,index,na,2023-04-01,-12.615731223672878
ks_i62_index_q_hist,index,na,2023-07-01,-7.707361834937386
ks_i62_index_q_hist,index,na,2023-10-01,-27.831410942244062
ks_i63_index_q_hist,sd,na,1972-10-01,2.456302160755381
ks_i63_index_q_hist,sd,na,1973-01-01,2.4328959168235165
ks_i63_index_q_hist,sd,na,1973-04-01,2.4262490306119733
ks_i63_index_q_hist,sd,na,1973-07-01,2.3734813803164623
ks_i63_index_q_hist,sd,na,1973-10-01,2.345213434733259
ks_i63_index_q_hist,sd,na,1974-01-01,2.2071487256531146
ks_i63_index_q_hist,sd,na,1974-04-01,2.3358535074862226
ks_i63_index_q_hist,sd,na,1974-07-01,2.1900309105460884
ks_i63_index_q_hist,sd,na,1974-10-01,2.37478782620038
ks_i63_index_q_hist,sd,na,1975-01-01,2.1133356053823893
ks_i63_index_q_hist,sd,na,1975-04-01,2.149062194008321
ks_i63_index_q_hist,sd,na,1975-07-01,2.0071500798869835
ks_i63_index_q_hist,sd,na,1975-10-01,2.002666933569079
ks_i63_index_q_hist,sd,na,1976-01-01,2.025422656267942
ks_i63_index_q_hist,sd,na,1976-04-01,1.654325559963448
ks_i63_index_q_hist,sd,na,1976-07-01,1.8966094696396947
ks_i63_index_q_hist,sd,na,1976-10-01,1.6830268766312284
ks_i63_index_q_hist,sd,na,1977-01-01,1.8257635413153481
ks_i63_index_q_hist,sd,na,1977-04-01,1.7944633901036406
ks_i63_index_q_hist,sd,na,1977-07-01,1.6619614695553893
ks_i63_index_q_hist,sd,na,1977-10-01,2.001327752200998
ks_i63_index_q_hist,sd,na,1978-01-01,1.8098581840741825
ks_i63_index_q_hist,sd,na,1978-04-01,1.9983277513368112
ks_i63_index_q_hist,sd,na,1978-07-01,1.9541614809997558
ks_i63_index_q_hist,sd,na,1978-10-01,1.8878581617062962
ks_i63_index_q_hist,sd,na,1979-01-01,2.0369834992789873
ks_i63_index_q_hist,sd,na,1979-04-01,1.935342224083443
ks_i63_index_q_hist,sd,na,1979-07-01,2.061594175592998
ks_i63_index_q_hist,sd,na,1979-10-01,1.8735648179642845
ks_i63_index_q_hist,sd,na,1980-01-01,1.6497440682674473
ks_i63_index_q_hist,sd,na,1980-04-01,1.6623682009081906
ks_i63_index_q_hist,sd,na,1980-07-01,1.5506889937103057
ks_i63_index_q_hist,sd,na,1980-10-01,1.6596791772330324
ks_i63_index_q_hist,sd,na,1981-01-01,1.4601556175926642
ks_i63_index_q_hist,sd,na,1981-04-01,1.4744703110811548
ks_i63_index_q_hist,sd,na,1981-07-01,1.4858643948445887
ks_i63_index_q_hist,sd,na,1981-10-01,1.4312179587642044
ks_i63_index_q_hist,sd,na,1982-01-01,1.3474535925697246
ks_i63_index_q_hist,sd,na,1982-04-01,1.4589353960585763
ks_i63_index_q_hist,sd,na,1982-07-01,1.4356468055203098
ks_i63_index_q_hist,sd,na,1982-10-01,1.3765702538615197
ks_i63_index_q_hist,sd,na,1983-01-01,1.382346083950639
ks_i63_index_q_hist,sd,na,1983-04-01,1.418228363275315
ks_i63_index_q_hist,sd,na,1983-07-01,1.43679273895444
ks_i63_index_q_hist,sd,na,1983-10-01,1.4895745878874438
ks_i63_index_q_hist,sd,na,1984-01-01,1.4479869248208406
ks_i63_index_q_hist,sd,na,1984-04-01,1.4350831607678496
ks_i63_index_q_hist,sd,na,1984-07-01,1.4411286923769164
ks_i63_index_q_hist,sd,na,1984-10-01,1.3883208690878133
ks_i63_index_q_hist,sd,na,1985-01-01,1.4428617314331067
ks_i63_index_q_hist,sd,na,1985-04-01,1.4184732886823375
ks_i63_index_q_hist,sd,na,1985-07-01,1.3885208726232638
ks_i63_index_q_hist,sd,na,1985-10-01,1.3340182299052372
ks_i63_index_q_hist,sd,na,1986-01-01,1.3865362465769508
ks_i63_index_q_hist,sd,na,1986-04-01,1.434663044714156
ks_i63_index_q_hist,sd,na,1986-07-01,1.4732415069989595
ks_i63_index_q_hist,sd,na,1986-10-01,1.3811135479058605
ks_i63_index_q_hist,sd,na,1987-01-01,1.3889953393867793
ks_i63_index_q_hist,sd,na,1987-04-01,1.4220531448210387
ks_i63_index_q_hist,sd,na,1987-07-01,1.3879963610321278
ks_i63_index_q_hist,sd,na,1987-10-01,1.3520832930308875
ks_i63_index_q_hist,sd,na,1988-01-01,1.469823213539029
ks_i63_index_q_hist,sd,na,1988-04-01,1.381378317059615
ks_i63_index_q_hist,sd,na,1988-07-01,1.3868732683282121
ks_i63_index_q_hist,sd,na,1988-10-01,1.4041568264914748
ks_i63_index_q_hist,sd,na,1989-01-01,1.3465854337902146
ks_i63_index_q_hist,sd,na,1989-04-01,1.3946282530498877
ks_i63_index_q_hist,sd,na,1989-07-01,1.441140847546185
ks_i63_index_q_hist,sd,na,1989-10-01,1.3472845950565377
ks_i63_index_q_hist,sd,na,1990-01-01,1.5733814021481187
ks_i63_index_q_hist,sd,na,1990-04-01,1.5237542845406387
ks_i63_index_q_hist,sd,na,1990-07-01,1.4919644392378322
ks_i63_index_q_hist,sd,na,1990-10-01,1.603753310282367
ks_i63_index_q_hist,sd,na,1991-01-01,1.462718118169189
